id,username,movie_name,text,dataset,manipulation,click_locations,difficulty,split
3202,Eduard Hogea,187_234.mp4,Unnatural teeth look. Artifacts around the eyes.,Farceforensics++,FaceSwap,"{""45"": {""x"": 0.49333333333333335, ""y"": 0.5044510385756676}, ""52"": {""x"": 0.5566666666666666, ""y"": 0.5252225519287834}, ""58"": {""x"": 0.5516666666666666, ""y"": 0.5074183976261127}, ""65"": {""x"": 0.505, ""y"": 0.3887240356083086}, ""69"": {""x"": 0.555, ""y"": 0.3887240356083086}, ""320"": {""x"": 0.5583333333333333, ""y"": 0.43026706231454004}, ""328"": {""x"": 0.5416666666666666, ""y"": 0.34718100890207715}, ""334"": {""x"": 0.48833333333333334, ""y"": 0.36795252225519287}}",1,train
3203,Eduard Hogea,450_533.mp4,Artifacts on right side of the face.,Farceforensics++,FaceSwap,"{""32"": {""x"": 0.6266666666666667, ""y"": 0.3086053412462908}, ""37"": {""x"": 0.6233333333333333, ""y"": 0.33827893175074186}, ""42"": {""x"": 0.6233333333333333, ""y"": 0.31750741839762614}, ""55"": {""x"": 0.5283333333333333, ""y"": 0.45103857566765576}, ""281"": {""x"": 0.4666666666666667, ""y"": 0.2997032640949555}, ""287"": {""x"": 0.475, ""y"": 0.3590504451038576}}",1,train
3204,Eduard Hogea,397_602.mp4,Face looks faded. 2 sets of eyebrows.,Farceforensics++,FaceSwap,"{""23"": {""x"": 0.5666666666666667, ""y"": 0.37388724035608306}, ""27"": {""x"": 0.56, ""y"": 0.41839762611275966}, ""32"": {""x"": 0.48833333333333334, ""y"": 0.3026706231454006}, ""41"": {""x"": 0.585, ""y"": 0.3620178041543027}, ""266"": {""x"": 0.48333333333333334, ""y"": 0.27002967359050445}, ""271"": {""x"": 0.5666666666666667, ""y"": 0.26706231454005935}}",1,train
3205,Eduard Hogea,444_655.mp4,Strange gaze and artifacts around the eyes.,Farceforensics++,FaceSwap,"{""355"": {""x"": 0.32, ""y"": 0.24629080118694363}, ""361"": {""x"": 0.2966666666666667, ""y"": 0.2433234421364985}}",2,train
3206,Eduard Hogea,338_336.mp4,Nose changes how it looks. Artifacts on the eyes.,Farceforensics++,FaceSwap,"{""45"": {""x"": 0.46, ""y"": 0.39166666666666666}, ""51"": {""x"": 0.5516666666666666, ""y"": 0.38958333333333334}, ""56"": {""x"": 0.53, ""y"": 0.4354166666666667}, ""61"": {""x"": 0.5, ""y"": 0.5020833333333333}, ""66"": {""x"": 0.49333333333333335, ""y"": 0.46041666666666664}}",2,train
3207,Eduard Hogea,007_132.mp4,Unnatural mouth movement. Eyebrows are irregular.,Farceforensics++,FaceSwap,"{""102"": {""x"": 0.6, ""y"": 0.36041666666666666}, ""109"": {""x"": 0.5733333333333334, ""y"": 0.3625}, ""114"": {""x"": 0.6016666666666667, ""y"": 0.3645833333333333}, ""371"": {""x"": 0.5733333333333334, ""y"": 0.35}, ""383"": {""x"": 0.59, ""y"": 0.33958333333333335}, ""392"": {""x"": 0.575, ""y"": 0.3625}, ""404"": {""x"": 0.5683333333333334, ""y"": 0.26666666666666666}, ""410"": {""x"": 0.6466666666666666, ""y"": 0.25833333333333336}}",2,train
3208,Eduard Hogea,161_141.mp4,Strange eyebrow movement.,Farceforensics++,FaceSwap,"{""36"": {""x"": 0.5783333333333334, ""y"": 0.2311111111111111}, ""40"": {""x"": 0.48833333333333334, ""y"": 0.24666666666666667}, ""47"": {""x"": 0.4633333333333333, ""y"": 0.23555555555555555}}",1,train
3209,Eduard Hogea,498_433.mp4,Face looks blurry.,Farceforensics++,FaceSwap,"{""42"": {""x"": 0.56, ""y"": 0.35014836795252224}, ""48"": {""x"": 0.485, ""y"": 0.34124629080118696}, ""54"": {""x"": 0.505, ""y"": 0.4332344213649852}, ""60"": {""x"": 0.515, ""y"": 0.56973293768546}}",1,train
3210,Eduard Hogea,393_405.mp4,Artifacts around the eyes.,Farceforensics++,FaceSwap,"{""331"": {""x"": 0.5416666666666666, ""y"": 0.2733333333333333}, ""337"": {""x"": 0.505, ""y"": 0.27555555555555555}, ""344"": {""x"": 0.47, ""y"": 0.28}, ""355"": {""x"": 0.5433333333333333, ""y"": 0.2777777777777778}}",1,train
3211,Eduard Hogea,244_822.mp4,Artifacts on the left side of the forehead.,Farceforensics++,FaceSwap,"{""24"": {""x"": 0.27666666666666667, ""y"": 0.21364985163204747}, ""28"": {""x"": 0.27, ""y"": 0.19287833827893175}, ""31"": {""x"": 0.255, ""y"": 0.22255192878338279}, ""35"": {""x"": 0.25166666666666665, ""y"": 0.23738872403560832}}",1,train
3212,Eduard Hogea,121_093.mp4,Sudden eyebrow movement.,Farceforensics++,FaceSwap,"{""47"": {""x"": 0.74, ""y"": 0.26706231454005935}, ""72"": {""x"": 0.67, ""y"": 0.3026706231454006}, ""77"": {""x"": 0.7016666666666667, ""y"": 0.39465875370919884}, ""130"": {""x"": 0.6733333333333333, ""y"": 0.23738872403560832}, ""139"": {""x"": 0.7416666666666667, ""y"": 0.24629080118694363}}",1,train
3213,Eduard Hogea,094_111.mp4,Face looks blurry. Distortion on mouth.,Farceforensics++,FaceSwap,"{""58"": {""x"": 0.4816666666666667, ""y"": 0.29080118694362017}, ""64"": {""x"": 0.5016666666666667, ""y"": 0.4421364985163205}, ""72"": {""x"": 0.5433333333333333, ""y"": 0.31750741839762614}, ""80"": {""x"": 0.51, ""y"": 0.3827893175074184}, ""214"": {""x"": 0.48, ""y"": 0.4094955489614243}, ""219"": {""x"": 0.49833333333333335, ""y"": 0.44510385756676557}}",1,train
3214,Eduard Hogea,081_087.mp4,Distortions on the mouth. Face looks off.,Farceforensics++,FaceSwap,"{""38"": {""x"": 0.545, ""y"": 0.32083333333333336}, ""45"": {""x"": 0.475, ""y"": 0.32708333333333334}, ""49"": {""x"": 0.505, ""y"": 0.4083333333333333}, ""54"": {""x"": 0.5216666666666666, ""y"": 0.4625}}",1,train
3215,Eduard Hogea,490_534.mp4,Another face appears. Artifacts around the eyes.,Farceforensics++,FaceSwap,"{""92"": {""x"": 0.485, ""y"": 0.16913946587537093}, ""97"": {""x"": 0.4866666666666667, ""y"": 0.142433234421365}, ""102"": {""x"": 0.41, ""y"": 0.16023738872403562}, ""57"": {""x"": 0.47833333333333333, ""y"": 0.26706231454005935}, ""64"": {""x"": 0.43333333333333335, ""y"": 0.18991097922848665}, ""68"": {""x"": 0.41333333333333333, ""y"": 0.29673590504451036}}",1,train
3216,Eduard Hogea,264_271.mp4,Strange marking on the forehead. Face looks unnatural with strange lightning. Eyebrows have artifacts.,Farceforensics++,FaceSwap,"{""53"": {""x"": 0.245, ""y"": 0.2166172106824926}, ""60"": {""x"": 0.245, ""y"": 0.2344213649851632}, ""65"": {""x"": 0.25833333333333336, ""y"": 0.21364985163204747}, ""70"": {""x"": 0.26166666666666666, ""y"": 0.2166172106824926}, ""233"": {""x"": 0.26, ""y"": 0.2878338278931751}, ""241"": {""x"": 0.295, ""y"": 0.3115727002967359}, ""249"": {""x"": 0.2816666666666667, ""y"": 0.3649851632047478}}",1,train
3217,Eduard Hogea,373_394.mp4,Face looks faded. Artifacts on the eyes. Two sets of eyelids. Mouth movement seems unnatural.,Farceforensics++,FaceSwap,"{""55"": {""x"": 0.46, ""y"": 0.34718100890207715}, ""61"": {""x"": 0.33166666666666667, ""y"": 0.47477744807121663}, ""67"": {""x"": 0.43, ""y"": 0.5103857566765578}, ""78"": {""x"": 0.44333333333333336, ""y"": 0.7329376854599406}, ""343"": {""x"": 0.5016666666666667, ""y"": 0.6646884272997032}, ""349"": {""x"": 0.47833333333333333, ""y"": 0.4065281899109792}}",1,train
3218,Eduard Hogea,091_116.mp4,Artifacts on the right side of the face.,Farceforensics++,FaceSwap,"{""28"": {""x"": 0.71, ""y"": 0.2608695652173913}, ""35"": {""x"": 0.6816666666666666, ""y"": 0.21967963386727687}, ""46"": {""x"": 0.7033333333333334, ""y"": 0.2654462242562929}}",1,train
3219,Eduard Hogea,337_522.mp4,Gaze is strange. Artifacts on the eyes.,Farceforensics++,FaceSwap,"{""211"": {""x"": 0.5216666666666666, ""y"": 0.20666666666666667}, ""230"": {""x"": 0.48333333333333334, ""y"": 0.20444444444444446}, ""247"": {""x"": 0.48, ""y"": 0.19333333333333333}, ""264"": {""x"": 0.48833333333333334, ""y"": 0.26222222222222225}}",3,train
3220,Eduard Hogea,055_147.mp4,"Unnatural looking face, especially the nose. Distortion on nose.",Farceforensics++,FaceSwap,"{""36"": {""x"": 0.4716666666666667, ""y"": 0.41555555555555557}, ""44"": {""x"": 0.44, ""y"": 0.4111111111111111}, ""50"": {""x"": 0.435, ""y"": 0.4266666666666667}, ""94"": {""x"": 0.3883333333333333, ""y"": 0.3622222222222222}, ""102"": {""x"": 0.4666666666666667, ""y"": 0.35555555555555557}}",1,train
3221,Eduard Hogea,003_000.mp4,There is a weird white object on the forehead.,Farceforensics++,FaceSwap,"{""147"": {""x"": 0.4816666666666667, ""y"": 0.22444444444444445}, ""169"": {""x"": 0.445, ""y"": 0.20222222222222222}, ""194"": {""x"": 0.45166666666666666, ""y"": 0.19777777777777777}, ""215"": {""x"": 0.5016666666666667, ""y"": 0.21777777777777776}, ""235"": {""x"": 0.51, ""y"": 0.23777777777777778}}",1,train
3222,Eduard Hogea,277_335.mp4,Constant distortions and glitches around the eyes.,Farceforensics++,FaceSwap,"{""49"": {""x"": 0.4683333333333333, ""y"": 0.2878338278931751}, ""55"": {""x"": 0.48, ""y"": 0.3916913946587537}, ""61"": {""x"": 0.5183333333333333, ""y"": 0.31750741839762614}}",1,train
3223,Eduard Hogea,284_263.mp4,Artifacts around the right eye.,Farceforensics++,FaceSwap,"{""62"": {""x"": 0.61, ""y"": 0.2551928783382789}, ""68"": {""x"": 0.5533333333333333, ""y"": 0.26112759643916916}, ""75"": {""x"": 0.5016666666666667, ""y"": 0.19287833827893175}, ""80"": {""x"": 0.5083333333333333, ""y"": 0.23738872403560832}}",2,train
3224,Eduard Hogea,225_151.mp4,Artifacts on the mouth end left eye. Left eye also looks unclear.,Farceforensics++,FaceSwap,"{""22"": {""x"": 0.5366666666666666, ""y"": 0.44807121661721067}, ""26"": {""x"": 0.5233333333333333, ""y"": 0.42136498516320475}, ""33"": {""x"": 0.49833333333333335, ""y"": 0.3026706231454006}, ""44"": {""x"": 0.5533333333333333, ""y"": 0.32344213649851633}}",1,train
3225,Eduard Hogea,145_299.mp4,Distortions on the nose.,Farceforensics++,FaceSwap,"{""18"": {""x"": 0.6216666666666667, ""y"": 0.3854166666666667}, ""21"": {""x"": 0.6233333333333333, ""y"": 0.39166666666666666}}",1,train
3226,Eduard Hogea,199_181.mp4,Face looks faded.,Farceforensics++,FaceSwap,"{""33"": {""x"": 0.5016666666666667, ""y"": 0.3560830860534125}, ""45"": {""x"": 0.485, ""y"": 0.33827893175074186}}",2,train
3227,Eduard Hogea,478_506.mp4,Eyebrows appear and disappear.,Farceforensics++,FaceSwap,"{""111"": {""x"": 0.37, ""y"": 0.22}, ""125"": {""x"": 0.2916666666666667, ""y"": 0.24222222222222223}, ""135"": {""x"": 0.29, ""y"": 0.22666666666666666}, ""144"": {""x"": 0.3616666666666667, ""y"": 0.23555555555555555}, ""415"": {""x"": 0.40166666666666667, ""y"": 0.24444444444444444}, ""420"": {""x"": 0.40166666666666667, ""y"": 0.24444444444444444}, ""509"": {""x"": 0.31333333333333335, ""y"": 0.22444444444444445}, ""510"": {""x"": 0.31333333333333335, ""y"": 0.22444444444444445}, ""519"": {""x"": 0.3883333333333333, ""y"": 0.24666666666666667}}",1,train
3228,Eduard Hogea,208_215.mp4,Artifacts on the forehead. Eyebrows are twitching.,Farceforensics++,FaceSwap,"{""33"": {""x"": 0.4716666666666667, ""y"": 0.15555555555555556}, ""38"": {""x"": 0.42833333333333334, ""y"": 0.16}, ""43"": {""x"": 0.465, ""y"": 0.14}, ""182"": {""x"": 0.5133333333333333, ""y"": 0.20444444444444446}, ""196"": {""x"": 0.44333333333333336, ""y"": 0.20222222222222222}}",2,train
3229,Eduard Hogea,231_663.mp4,Strange contrast on the face. Artifacts around the eyebrows.,Farceforensics++,FaceSwap,"{""79"": {""x"": 0.7333333333333333, ""y"": 0.3725}, ""85"": {""x"": 0.7, ""y"": 0.3}, ""92"": {""x"": 0.7333333333333333, ""y"": 0.285}, ""98"": {""x"": 0.7416666666666667, ""y"": 0.35}}",1,train
3230,Eduard Hogea,392_339.mp4,Artifacts on the mouth and forehead.,Farceforensics++,FaceSwap,"{""44"": {""x"": 0.535, ""y"": 0.2433234421364985}, ""49"": {""x"": 0.5116666666666667, ""y"": 0.27002967359050445}, ""56"": {""x"": 0.53, ""y"": 0.24629080118694363}, ""63"": {""x"": 0.5366666666666666, ""y"": 0.3086053412462908}, ""73"": {""x"": 0.5433333333333333, ""y"": 0.44510385756676557}}",1,train
3231,Eduard Hogea,416_342.mp4,Artifacts around the eyebrows and upper left side of the face. Nose has distortions.,Farceforensics++,FaceSwap,"{""88"": {""x"": 0.5616666666666666, ""y"": 0.20178041543026706}, ""98"": {""x"": 0.5783333333333334, ""y"": 0.2433234421364985}, ""104"": {""x"": 0.61, ""y"": 0.18100890207715134}, ""142"": {""x"": 0.6183333333333333, ""y"": 0.22255192878338279}, ""154"": {""x"": 0.6666666666666666, ""y"": 0.2344213649851632}}",1,train
3232,Eduard Hogea,461_250.mp4,Artifacts on the mouth.,Farceforensics++,FaceSwap,"{""126"": {""x"": 0.5383333333333333, ""y"": 0.3857566765578635}, ""131"": {""x"": 0.5083333333333333, ""y"": 0.3916913946587537}, ""140"": {""x"": 0.505, ""y"": 0.27299703264094954}, ""145"": {""x"": 0.5416666666666666, ""y"": 0.27299703264094954}, ""150"": {""x"": 0.5183333333333333, ""y"": 0.3887240356083086}}",1,train
3233,Eduard Hogea,066_062.mp4,Hair on the forehead is inconsistent and has a strange movement. Face looks faded.,Farceforensics++,FaceSwap,"{""107"": {""x"": 0.515, ""y"": 0.2125}, ""131"": {""x"": 0.4666666666666667, ""y"": 0.29}, ""139"": {""x"": 0.46166666666666667, ""y"": 0.3175}, ""147"": {""x"": 0.48, ""y"": 0.2325}, ""153"": {""x"": 0.525, ""y"": 0.2325}}",1,train
3234,Eduard Hogea,358_380.mp4,Sudden eye movement. Artifacts around the eyes.,Farceforensics++,FaceSwap,"{""174"": {""x"": 0.5216666666666666, ""y"": 0.3844444444444444}, ""181"": {""x"": 0.5033333333333333, ""y"": 0.3844444444444444}, ""188"": {""x"": 0.43666666666666665, ""y"": 0.3844444444444444}, ""221"": {""x"": 0.5133333333333333, ""y"": 0.46}}",1,train
3235,Eduard Hogea,481_469.mp4,Eyebrow move very fast. Strange contrast on the face. Artifacts on the left side.,Farceforensics++,FaceSwap,"{""28"": {""x"": 0.6816666666666666, ""y"": 0.26409495548961426}, ""35"": {""x"": 0.6916666666666667, ""y"": 0.32344213649851633}, ""42"": {""x"": 0.7033333333333334, ""y"": 0.31750741839762614}, ""76"": {""x"": 0.7716666666666666, ""y"": 0.34718100890207715}}",1,train
3236,Eduard Hogea,011_805.mp4,Face looks unnatural with lots of artifacts.,Farceforensics++,FaceSwap,"{""18"": {""x"": 0.5416666666666666, ""y"": 0.4807121661721068}, ""22"": {""x"": 0.5166666666666667, ""y"": 0.5578635014836796}, ""26"": {""x"": 0.47333333333333333, ""y"": 0.4094955489614243}, ""34"": {""x"": 0.5466666666666666, ""y"": 0.314540059347181}, ""44"": {""x"": 0.5116666666666667, ""y"": 0.5519287833827893}}",1,train
3237,Eduard Hogea,102_114.mp4,Distortions on the eyes and nose.,Farceforensics++,FaceSwap,"{""180"": {""x"": 0.47, ""y"": 0.23}, ""187"": {""x"": 0.49833333333333335, ""y"": 0.2225}, ""209"": {""x"": 0.5066666666666667, ""y"": 0.2075}, ""31"": {""x"": 0.475, ""y"": 0.265}, ""44"": {""x"": 0.485, ""y"": 0.255}, ""50"": {""x"": 0.49833333333333335, ""y"": 0.325}}",1,train
3238,Eduard Hogea,036_035.mp4,Artifacts above the eyes.,Farceforensics++,FaceSwap,"{""62"": {""x"": 0.49833333333333335, ""y"": 0.2577777777777778}, ""68"": {""x"": 0.455, ""y"": 0.25333333333333335}, ""72"": {""x"": 0.42833333333333334, ""y"": 0.2577777777777778}, ""77"": {""x"": 0.415, ""y"": 0.2777777777777778}}",1,train
3239,Eduard Hogea,435_456.mp4,Unnatural looking face. Teeth are not consistent.,Farceforensics++,FaceSwap,"{""139"": {""x"": 0.6283333333333333, ""y"": 0.3940774487471526}, ""151"": {""x"": 0.6233333333333333, ""y"": 0.296127562642369}, ""158"": {""x"": 0.59, ""y"": 0.29157175398633256}, ""165"": {""x"": 0.6483333333333333, ""y"": 0.296127562642369}, ""174"": {""x"": 0.6016666666666667, ""y"": 0.3940774487471526}}",1,train
3240,Eduard Hogea,462_467.mp4,Artifacts on the forehead. Overall strange look.,Farceforensics++,FaceSwap,"{""32"": {""x"": 0.5983333333333334, ""y"": 0.3888888888888889}, ""39"": {""x"": 0.5133333333333333, ""y"": 0.37555555555555553}, ""45"": {""x"": 0.49666666666666665, ""y"": 0.4177777777777778}}",1,train
3241,Eduard Hogea,443_514.mp4,Distortions around the eyes.,Farceforensics++,FaceSwap,"{""35"": {""x"": 0.6966666666666667, ""y"": 0.23555555555555555}, ""41"": {""x"": 0.6516666666666666, ""y"": 0.22444444444444445}, ""46"": {""x"": 0.66, ""y"": 0.26222222222222225}, ""51"": {""x"": 0.685, ""y"": 0.25555555555555554}}",1,train
3242,Eduard Hogea,296_293.mp4,Artifacts around the eyes.,Farceforensics++,FaceSwap,"{""73"": {""x"": 0.39666666666666667, ""y"": 0.32222222222222224}, ""80"": {""x"": 0.33, ""y"": 0.3377777777777778}}",2,train
3243,Eduard Hogea,008_990.mp4,Strange dark marking on forehead. Another face appears on top.,Farceforensics++,FaceSwap,"{""31"": {""x"": 0.695, ""y"": 0.19555555555555557}, ""37"": {""x"": 0.71, ""y"": 0.1711111111111111}, ""44"": {""x"": 0.6733333333333333, ""y"": 0.17333333333333334}, ""57"": {""x"": 0.6983333333333334, ""y"": 0.2}, ""287"": {""x"": 0.7183333333333334, ""y"": 0.19777777777777777}, ""303"": {""x"": 0.6766666666666666, ""y"": 0.32666666666666666}, ""305"": {""x"": 0.6683333333333333, ""y"": 0.2644444444444444}}",1,train
3244,Eduard Hogea,029_048.mp4,Artifacts on the eyes.,Farceforensics++,FaceSwap,"{""24"": {""x"": 0.5116666666666667, ""y"": 0.319755600814664}, ""30"": {""x"": 0.5066666666666667, ""y"": 0.31160896130346233}, ""39"": {""x"": 0.6183333333333333, ""y"": 0.32790224032586557}, ""47"": {""x"": 0.54, ""y"": 0.4725050916496945}, ""54"": {""x"": 0.525, ""y"": 0.35234215885947046}}",1,train
3245,Eduard Hogea,217_117.mp4,Eyebrow movement seems unnatural.,Farceforensics++,FaceSwap,"{""20"": {""x"": 0.6883333333333334, ""y"": 0.26112759643916916}, ""24"": {""x"": 0.685, ""y"": 0.258160237388724}, ""28"": {""x"": 0.6483333333333333, ""y"": 0.29080118694362017}, ""31"": {""x"": 0.6916666666666667, ""y"": 0.2551928783382789}}",1,train
3246,Eduard Hogea,177_211.mp4,Face looks unnatural.,Farceforensics++,FaceSwap,"{""28"": {""x"": 0.4166666666666667, ""y"": 0.3086053412462908}, ""35"": {""x"": 0.4583333333333333, ""y"": 0.47774480712166173}, ""45"": {""x"": 0.5033333333333333, ""y"": 0.314540059347181}, ""60"": {""x"": 0.4666666666666667, ""y"": 0.5727002967359051}}",1,train
3247,Eduard Hogea,445_494.mp4,Unnatural look. Face looks blurred exact the nose.,Farceforensics++,FaceSwap,"{""33"": {""x"": 0.4583333333333333, ""y"": 0.18991097922848665}, ""38"": {""x"": 0.46166666666666667, ""y"": 0.26409495548961426}, ""42"": {""x"": 0.5066666666666667, ""y"": 0.3590504451038576}, ""47"": {""x"": 0.545, ""y"": 0.21068249258160238}}",1,train
3248,Eduard Hogea,255_214.mp4,Face looks faded. 2 sets of eyebrows. Hair looking strange.,Farceforensics++,FaceSwap,"{""43"": {""x"": 0.495, ""y"": 0.23738872403560832}, ""51"": {""x"": 0.51, ""y"": 0.2551928783382789}, ""60"": {""x"": 0.5533333333333333, ""y"": 0.29376854599406527}, ""107"": {""x"": 0.51, ""y"": 0.3649851632047478}, ""123"": {""x"": 0.5716666666666667, ""y"": 0.3768545994065282}, ""129"": {""x"": 0.5666666666666667, ""y"": 0.4658753709198813}}",1,train
3249,Eduard Hogea,198_106.mp4,Artifacts on the mouth.,Farceforensics++,FaceSwap,"{""202"": {""x"": 0.5233333333333333, ""y"": 0.345}, ""207"": {""x"": 0.5033333333333333, ""y"": 0.33}}",2,train
3250,Eduard Hogea,355_748.mp4,Strange marking on forehead. Eyebrows change shape.,Farceforensics++,FaceSwap,"{""25"": {""x"": 0.49666666666666665, ""y"": 0.2195845697329377}, ""30"": {""x"": 0.43166666666666664, ""y"": 0.18991097922848665}, ""36"": {""x"": 0.43166666666666664, ""y"": 0.1394658753709199}, ""40"": {""x"": 0.4766666666666667, ""y"": 0.142433234421365}, ""45"": {""x"": 0.5116666666666667, ""y"": 0.18100890207715134}}",1,train
3251,Eduard Hogea,423_421.mp4,Artifacts on the eyes. Eyes blink at different speed.,Farceforensics++,FaceSwap,"{""54"": {""x"": 0.5583333333333333, ""y"": 0.3076923076923077}, ""65"": {""x"": 0.6966666666666667, ""y"": 0.3076923076923077}, ""74"": {""x"": 0.655, ""y"": 0.3783783783783784}, ""80"": {""x"": 0.6366666666666667, ""y"": 0.4261954261954262}}",2,train
3252,Eduard Hogea,021_312.mp4,2 sets of eyebrows.,Farceforensics++,FaceSwap,"{""39"": {""x"": 0.4533333333333333, ""y"": 0.29545454545454547}, ""45"": {""x"": 0.4766666666666667, ""y"": 0.29318181818181815}, ""53"": {""x"": 0.5033333333333333, ""y"": 0.2840909090909091}, ""64"": {""x"": 0.47, ""y"": 0.38636363636363635}}",1,train
3253,Eduard Hogea,149_152.mp4,Artifacts around the eyes and weird eyebrow movement.,Farceforensics++,FaceSwap,"{""31"": {""x"": 0.5433333333333333, ""y"": 0.20771513353115728}, ""37"": {""x"": 0.535, ""y"": 0.2344213649851632}, ""45"": {""x"": 0.44666666666666666, ""y"": 0.24629080118694363}, ""55"": {""x"": 0.4816666666666667, ""y"": 0.2522255192878338}}",1,train
3254,Eduard Hogea,317_359.mp4,Eyebrows move very fast and another face appears.,Farceforensics++,FaceSwap,"{""73"": {""x"": 0.59, ""y"": 0.27111111111111114}, ""78"": {""x"": 0.545, ""y"": 0.2733333333333333}, ""90"": {""x"": 0.5333333333333333, ""y"": 0.27555555555555555}, ""95"": {""x"": 0.5216666666666666, ""y"": 0.27111111111111114}}",1,train
3255,Eduard Hogea,092_098.mp4,Artifacts on the mouth.,Farceforensics++,FaceSwap,"{""50"": {""x"": 0.32666666666666666, ""y"": 0.305}, ""54"": {""x"": 0.32, ""y"": 0.325}, ""58"": {""x"": 0.305, ""y"": 0.325}}",1,train
3256,Eduard Hogea,488_399.mp4,Unnatural pixelated look all over the face. Face looks completely non human.,Farceforensics++,FaceSwap,"{""47"": {""x"": 0.4816666666666667, ""y"": 0.2997032640949555}, ""56"": {""x"": 0.46, ""y"": 0.2789317507418398}, ""62"": {""x"": 0.64, ""y"": 0.2818991097922849}, ""71"": {""x"": 0.545, ""y"": 0.516320474777448}, ""83"": {""x"": 0.5366666666666666, ""y"": 0.41839762611275966}, ""453"": {""x"": 0.45666666666666667, ""y"": 0.3293768545994065}, ""462"": {""x"": 0.6166666666666667, ""y"": 0.3560830860534125}, ""469"": {""x"": 0.5416666666666666, ""y"": 0.5786350148367952}}",1,train
3257,Eduard Hogea,009_027.mp4,Glitches on the left side of the face. Eyes look from one direction to another rapidly. The face of the person changes.,Farceforensics++,FaceSwap,"{""27"": {""x"": 0.575, ""y"": 0.44666666666666666}, ""33"": {""x"": 0.48333333333333334, ""y"": 0.43777777777777777}, ""38"": {""x"": 0.43166666666666664, ""y"": 0.43555555555555553}, ""48"": {""x"": 0.48833333333333334, ""y"": 0.6044444444444445}}",1,train
3258,Eduard Hogea,356_324.mp4,Unnatural looking face and eyebrow movement.,Farceforensics++,FaceSwap,"{""186"": {""x"": 0.87, ""y"": 0.27596439169139464}, ""193"": {""x"": 0.835, ""y"": 0.258160237388724}, ""198"": {""x"": 0.8416666666666667, ""y"": 0.3056379821958457}, ""203"": {""x"": 0.85, ""y"": 0.35014836795252224}, ""443"": {""x"": 0.8866666666666667, ""y"": 0.228486646884273}, ""452"": {""x"": 0.8383333333333334, ""y"": 0.2433234421364985}}",1,train
3259,Eduard Hogea,259_345.mp4,Distortions on the nose. Mouth has artifacts.,Farceforensics++,FaceSwap,"{""42"": {""x"": 0.665, ""y"": 0.3111111111111111}, ""48"": {""x"": 0.65, ""y"": 0.29555555555555557}, ""64"": {""x"": 0.64, ""y"": 0.30444444444444446}, ""266"": {""x"": 0.6583333333333333, ""y"": 0.32222222222222224}, ""271"": {""x"": 0.6566666666666666, ""y"": 0.3}}",2,train
3260,Eduard Hogea,419_824.mp4,Glitches on the right side of the face.,Farceforensics++,FaceSwap,"{""48"": {""x"": 0.5133333333333333, ""y"": 0.3353115727002967}, ""55"": {""x"": 0.51, ""y"": 0.4065281899109792}, ""63"": {""x"": 0.5033333333333333, ""y"": 0.5578635014836796}, ""73"": {""x"": 0.51, ""y"": 0.3649851632047478}, ""80"": {""x"": 0.51, ""y"": 0.3649851632047478}}",1,train
3261,Eduard Hogea,399_488.mp4,Face looks unnatural.,Farceforensics++,FaceSwap,"{""19"": {""x"": 0.5383333333333333, ""y"": 0.3590504451038576}, ""25"": {""x"": 0.4866666666666667, ""y"": 0.34124629080118696}, ""34"": {""x"": 0.4533333333333333, ""y"": 0.3353115727002967}, ""40"": {""x"": 0.5266666666666666, ""y"": 0.4658753709198813}}",1,train
3262,Eduard Hogea,261_254.mp4,Eyes look and move unnatural.,Farceforensics++,FaceSwap,"{""46"": {""x"": 0.475, ""y"": 0.33125}, ""51"": {""x"": 0.45, ""y"": 0.33541666666666664}, ""58"": {""x"": 0.385, ""y"": 0.3625}, ""67"": {""x"": 0.3983333333333333, ""y"": 0.3625}}",1,train
3263,Eduard Hogea,042_084.mp4,2 sets of eyebrows and eyes.,Farceforensics++,FaceSwap,"{""12"": {""x"": 0.6483333333333333, ""y"": 0.29555555555555557}, ""15"": {""x"": 0.6166666666666667, ""y"": 0.29555555555555557}, ""18"": {""x"": 0.6016666666666667, ""y"": 0.29333333333333333}, ""21"": {""x"": 0.755, ""y"": 0.26}}",1,train
3264,Eduard Hogea,434_438.mp4,Twitching and flickering on the eyes. Left eye can be seen behind the hair.,Farceforensics++,FaceSwap,"{""112"": {""x"": 0.52, ""y"": 0.4124629080118694}, ""126"": {""x"": 0.4716666666666667, ""y"": 0.4094955489614243}, ""137"": {""x"": 0.5766666666666667, ""y"": 0.3590504451038576}}",1,train
3265,Eduard Hogea,364_440.mp4,Light flickering on the face and distortions on the nose.,Farceforensics++,FaceSwap,"{""56"": {""x"": 0.5366666666666666, ""y"": 0.31750741839762614}, ""66"": {""x"": 0.5033333333333333, ""y"": 0.41839762611275966}}",1,train
3266,Eduard Hogea,095_053.mp4,Glitches around the eyebrows and strange marking on the right side of the face.,Farceforensics++,FaceSwap,"{""303"": {""x"": 0.5883333333333334, ""y"": 0.2688888888888889}, ""310"": {""x"": 0.59, ""y"": 0.23555555555555555}, ""317"": {""x"": 0.6183333333333333, ""y"": 0.26666666666666666}, ""342"": {""x"": 0.6483333333333333, ""y"": 0.3022222222222222}, ""349"": {""x"": 0.5866666666666667, ""y"": 0.3088888888888889}}",1,train
